content,type
"The Great Red Giant could no longer bear
The forces of fission held within its care
Collected fuels over such a great time
A load too heavy, and fusion too prime
So far beneath its plasmatic sea
The forces of mass built up by three
The critical forces accumulated too fast
And multiple fissions started to blast
The uncontrolled sum of the reactions compactions
Finally overcame their gravitational attraction
And then burst forth in a great cosmic cry
And gave birth to a new baby's sigh",Nature
"All throat now      already brighter than the stars.

I could hold you in my song. Sotto voce, tremble

against me: a breeze slips in, cools my blood

to garnet      bed stained with stones, cold and finally

useless            I Orpheo,       I lyre.  Down river, even damned

with hum, there is room for your cry in my mouth       Sweet,

sweet sotto voce, I sang your moan until       the machete

swung      then I kept singing. I eyeless,      I eternal.

The guards hold blades to the sky and cut the dark open.

Do you hear me raining        from the wound? My tongue

is a kingdom       You live there.",Mythology
"Love
is found;
enraptured
are two, then shared
are understanding
and trust entwined with truth.
Defined are dreams and romance;
aroused are emotions inside;
whenever destiny is working.Working is destiny whenever
inside emotions are aroused.
Romance and dreams are defined.
Truth with entwined trust and
understanding are
shared, then two are
enraptured;
found is
love. ",Love
"How many times we say or do
Something that we thought was true
And then it made us sad;
A hurtful word, a shameful look
I've done enough to write a book -
I doubt that it would sell;
We stumble on in ignorance
Until in time we find by chance
The answers that we seek,
For there are lessons to be learned
All thoughtless deeds will be returned -
It's one of nature's laws;
That's how we grow in mind and soul,
Each incarnation sets the goal.............

It's the nature of things. ",Nature
"She walks in beauty, like the night
Of cloudless climes and starry skies;
And all that’s best of dark and bright
Meet in her aspect and her eyes;
Thus mellowed to that tender light
Which heaven to gaudy day denies.

One shade the more, one ray the less,
Had half impaired the nameless grace
Which waves in every raven tress,
Or softly lightens o’er her face;
Where thoughts serenely sweet express,
How pure, how dear their dwelling-place.

And on that cheek, and o’er that brow,
So soft, so calm, yet eloquent,
The smiles that win, the tints that glow,
But tell of days in goodness spent,
A mind at peace with all below,
A heart whose love is innocent!",Love
"Satan promises you the pleasures of this world
If you forgo Heaven and give him a whirl
But his promises are just grand illusions
To draw you into his seductive delusions

He will rummage through the ruins of your mind
Until his evil ways and you become entwined
He will exploit the weaknesses in your heart
Prying you and God further and further apart",Religion
"I keep the Word of God
hidden in my heart
And each day when I rise
with prayer my day I start

I try to fill my mind
with His undying truth
so that through out the day
I'm careful how I choose

I need discernment to apply
His word to all I do
And when I'm going thru a trial
I know His word holds true",Religion
"
You can't fake it. You know when I fail
          to achieve the expected: palm the becoming-
                         comatose bullfrog, legs collapsing as they may,
and chuck it (we used to say) high as you can.
 
Let it fly stone-like to the skylight in the low
          dome of fogâ€”another requirement of the game:
                    a foggy day and a bullfrog and you, Vincent.
The old code goes back and forth between us
 
as we take our turns, childhood pals, engaged
           by the game we once called Kamikazeâ€”now,
                         a nameless ceremony. Nameless not because
a boy's play calcifies in a man's conviction;
 
not because, despite our promise, you've become
          a mid-rank fighter pilot, and I a minor poet;
                        and not because it's too unpleasant to name
what brings to hand that astonished muscle
 
only to leave it, later, sprawled on the current.
          The perfect toss sends the critter shattering
                         for an instant, beyond fog, into the invisible.
Disappearance is success. Once you said, ""My insides
 
tickle whenever it happens,"" and so I know
          you've been tickled five times, and I three.
                    That's the score; the score matters little.
The name is gone because we're from here,
 
and, being native, cannot visit how it is
         that an urge to which we tend tends to usâ€”
                       how we are cruel, inscrutable, indefensible,
yet holy. How we send up bodies of praise from
 
our right hand, only to gather eventual elegiesâ€”
          flesh stunned still as wordsâ€”in our left.
                    Once again the center of the heavens
is earth. We've thrown as high as we can
 
for as long as we can remember, only to await
          some return: a revelation, plummet, explosive
                         splash. So it is that two grown men
may stand again in stillness, awaiting word,
 
friends who glimpse for seconds at a time
          earth as it is in heaven, ankle-deep
                          in Rowan Creek with eyes uplifted,
reflecting the fog to the fog itself.

",Religion
"All thoughts, all passions, all delights,
Whatever stirs this mortal frame,
All are but ministers of Love,
And feed his sacred flame.

Oft in my waking dreams do I
Live o’er again that happy hour,
When midway on the mount I lay,
Beside the ruined tower.

The moonshine, stealing o’er the scene
Had blended with the lights of eve;
And she was there, my hope, my joy,
My own dear Genevieve!

She leant against the arméd man,
The statue of the arméd knight;
She stood and listened to my lay,
Amid the lingering light.

Few sorrows hath she of her own,
My hope! my joy! my Genevieve!
She loves me best, whene’er I sing
The songs that make her grieve.

I played a soft and doleful air,
I sang an old and moving story—
An old rude song, that suited well
That ruin wild and hoary.",Love
"The wind is trying to tell me something
Just softly murmuring and whispering
Gently touching my skin and making me tingle
Breathe in the freshness and let it mingle
Take in the new earth after its been drenched of rain
Ease your minds out of the painful past and all the pain
Sing with the wind resurfacing the music that slowly died
Feel the vibrations of nature's love and not your hurt pride
Sway with the new crop out there in the fields
And not the dagger of your anger that it wields",Nature
"The soul of swift-soled Achilles hearing me

Praise his son, silvered, and then was gone,

His long strides causing him to blend, light-bent,

Into the shining, maize meadow cloudbank						

Shadowed by that one solitary tree 

It takes sixteen years for light, let alone

A soul, to cross.

		 The other dead, who thrived

Though they had died, rejoiced at seeing me

And sang, one by one, to me; and I in 

Turn said back to one after the other

That the song that soul sang was a blessing

And that I had never heard anything

Like it; which was true, but also, I must

Admit, they bored me to tears, tears that their

Surprisingly still finite knowledge took

As tears of pure joy from hearing them sing.



Only Ajax Telamoniades

Kept away, arms crossed, refusing to speak,

Dim-starred and disappearing into his rage.

All because of a simple spar of words,

A mere speech, and winning Achilles’ armor.

Athena above and those men at the ships

Decided that, not me, although it’s true 

He never stood chance. But by custom

Should have been given the matchless metal. 

How I wish I hadn’t won that contest.

How the ground closed over his head for it.

What a fool I can be. Ajax. Who knew

No equal in action but for the one

Man who surpassed him, just-fled Achilles,

So capable of happiness despite

All that happened because he washed up here,

Heaven: this implausible place for us.


",Mythology
"What was said to the rose that made it open was said
to me here in my chest. 

What was told the cypress that made it strong
and straight, what was

whispered the jasmine so it is what it is, whatever made
sugarcane sweet, whatever

was said to the inhabitants of the town of Chigil in
Turkestan that makes them

so handsome, whatever lets the pomegranate flower blush
like a human face, that is

being said to me now. I blush. Whatever put eloquence in
language, that’s happening here.

The great warehouse doors open; I fill with gratitude,
chewing a piece of sugarcane, 

in love with the one to whom every that belongs!",Love
"One night I wandered alone from my comrades’ huts;
The grasshoppers chirped softly
In the warm misty evening;
Bracken fronds beckoned from the darkness
With exquisite frail green fingers;
The tree gods muttered affectionately about me,
And from the distance came the grumble of a kindly train.

I was so happy to be alone,
So full of love for the great speechless earth,
That I could have laid my cheek in the wet grasses
And caressed with my lips the hard sinewy body
Of Earth, the cherishing mistress of bitter lovers.",Nature
"We never knew his incorrigible head
where the apple eyes ripened.
But his torso still glows like a lamp turned low,
preserving his radiant look.

Otherwise the curve of the breast
would not dazzle you, nor would a smile
rise from the soft turn of the loins
to that center, that fount of procreation.
 
Otherwise this stone would stand disfigured
beneath the naked plunge of the shoulders
and wouldn’t shimmer like a predator’s fur;
 
nor burst out on all sides
like a star: for there is no place
for you to hide. You must change your life.
",Mythology
"My heart is a wanderer in love
May it ever remain so
Roaming in the pathless land
In a caravan
Just going where the winds blow...

Sometimes rendered miserable
Blown in all directions
In search of my eternal love fable
Inspite of all defections
Always singing the song of love....

Longing for the moon
Searching in the dunes
Will only be still when it becomes crystal
That there is no breath left
For me to fulfill",Love
"Am I a stone, and not a sheep,
That I can stand, O Christ, beneath Thy cross,
To number drop by drop Thy bloodâ€™s slow loss,
And yet not weep?

Not so those women loved
Who with exceeding grief lamented Thee;
Not so fallen Peter, weeping bitterly;
Not so the thief was moved;

Not so the Sun and Moon
Which hid their faces in a starless sky,
A horror of great darkness at broad noon â€“
I, only I.

Yet give not oâ€™er,
But seek Thy sheep, true Shepherd of the flock;
Greater than Moses, turn and look once more
And smite a rock.",Religion
"Odysseus’s mother wonders how her son, a mere mortal, made it over Oceanus to the land where lives sink back into melt. She says that he must have had a good boat; he tries to embrace her, but like a soul she flits about and away. When Odysseus asks why Mother, why not stay still and let us embrace, she says, Son, it’s because I no longer have sinew, no longer have bones.

My little baby, who I will name a weaver of spools and not of dreams, with mortal limbs—not quite sinew, not quite bone—paddles a rowboat inside of me, and I stay, in those moments, ever-so-still so that she may reach out to me. The midwife says that what I’m feeling is called quickening. Scientists say that she is dreaming—practicing for this life, I like to think, where, in her nursery, there will be a machine projecting fake moonbeams and fake stars and fake shadows and fake birds and fake clouds to storm over her.",Mythology
"Sing, Goddess, Achilles’ rage,
Black and murderous, that cost the Greeks
Incalculable pain, pitched countless souls
Of heroes into Hades’ dark,
And left their bodies to rot as feasts
For dogs and birds, as Zeus’ will was done. 
    Begin with the clash between Agamemnon-- 
The Greek warlord--and godlike Achilles.

   Which of the immortals set these two
At each other’s throats?
                                    Apollo
Zeus’ son and Leto’s, offended
By the warlord. Agamemnon had dishonored
Chryses, Apollo’s priest, so the god
Struck the Greek camp with plague,
And the soldiers were dying of it.",Mythology
"To Love Or Not To Love
That is the question
Should or shouldn't we
To know love
To be love
You've got to feel love
You've got to know
When your in love
Or not
Do you know how it fills
To be in love
You've got to feel it
It feels so good to be in love
Your head rushes
Your heart beats
A million beats a minute
You can't stand it
When you have to be away
From him/ her for long periods of time
You think about him/ her 24/7
You dream about him/ her
You day dream about him/ her
To love or not to love
To love you've got to know
The risk of what happens
After you love",Love
"Boys begin to gather around the man like seagulls.
He ignores them entirely, but they follow him
from one end of the beach to the other.
Their footprints burn holes in the sand.
It’s quite a sight, a strange parade:
a man with a pair of wings strapped to his arms
followed by a flock of rowdy boys.
Some squawk and flap their bony limbs.
Others try to leap now and then, stumbling
as the sand tugs at their feet. One boy pretends to fly
in a circle around the man, cawing in his face.

We don’t know his name or why he walks
along our beach, talking to the wind.
To say nothing of those wings. A woman yells
to her son, Ask him if he’ll make me a pair.
Maybe I’ll finally leave your father.
He answers our cackles with a sudden stop,
turns, and runs toward the water.
The children jump into the waves after him.
Over the sound of their thrashes and giggles,
we hear a boy say, We don’t want wings.
We want to be fish now.",Mythology
"Everyone’s so quick to blame my
tenderness. My wound opening like a mouth
to kiss an arrow’s steel beak.

A beautiful man, now, plants his face
in Trojan sand while I tell
the secrets of his body—

make the ground red with truth.
Red with the death of Achilles, felled
by an arrow’s bite when nothing—

nothing—could puncture his Kevlar skin.
Everyone skips ahead to the moral: don’t
be a heel. For just one day I felt

sun where the chafing bonds of sandal
should have been. Without me, he’d be
just more fodder for the cannon.

I made him a hero, Troy’s poster
boy. Everyone forgets I was part of him,
I needed him—that even as he died,

I tasted each pulse—
that I could not hold back its rush of red
birds or the season to which they flew.",Mythology
"Sometimes she is like sherry, like the sun through a vessel of glass,
Like light through an oriel window in a room of yellow wood;
Sometimes she is the colour of lions, of sand in the fire of noon,
Sometimes as bruised with shadows as the afternoon.

Sometimes she moves like rivers, sometimes like trees;
Or tranced and fixed like South Pole silences;
Sometimes she is beauty, sometimes fury, sometimes neither,
Sometimes nothing, drained of meaning, null as water.

Sometimes, when she makes me pea-soup or plays me Schumann,
I love her one way; sometimes I love her another
More disturbing way when she opens her mouth in the dark;
Sometimes I like her with camellias, sometimes with a parsley-stalk,
Sometimes I like her swimming in a mirror on the wall;
Sometimes I don’t like her at all.",Love
"Someone must’ve gone fetched him out,
towed the drowned, wing-wrecked bird
through a slick of his own feathery want,
though, more likely, he passed out
from knowing, and the falling distance
made the surface turn hard to his body.
It must’ve mattered to his father, who,
winged himself, had to watch fishermen
circle his son, like figures in a painting,
pondering as if there were meaning in water.
Is this any way to treat the ones who flee
and wash ashore, prodding their bodies
with toe, stick, a disbelieving finger?
This morning, walking along the road,
I found a hummingbird against the curb,
marveled at the glasswork of its stillness,
how the light was falling too, so I could
see shifting green and blue, the tiny cage,
the dark needle of its bill, the dark eyes
the ants will carry away. I can’t say
if it died from wanting too much
or from finding what it wanted too much.
Surely, Icarus had the heart of a hummingbird.
If they revived him, would he have risen
back into the sky, damaged wiser,
or, bratty, simply blamed his crap wings?
I nudged the bird with my shoe, not expecting,
but half wishing, a startling burst
through our myth-brightened world.
But the boy who ODed in a Porta-Potty,
was no bird at all. When his father found him,
his sun-jonesing heart large from hovering,
his friends—junk-caked, booze-skanked
themselves—turned away, puked in a ditch,
praying he’d break the surface of his misery.",Mythology
"When in disgrace with fortune and men’s eyes,
I all alone beweep my outcast state,
And trouble deaf heaven with my bootless cries,
And look upon myself and curse my fate,
wishing me like to one more rich in hope,
Featured like him, like him with friends possessed,
Desiring this man’s art, and that man’s scope,
With what I most enjoy contented least;
Yet in these thoughts myself almost despising,
Haply I think on thee—and then my state,
Like to the lark at break of day arising
From sullen earth sings hymns at heaven’s gate;
For thy sweet love remembered such wealth brings,
That then I scorn to change my state with kings.",Mythology
"We follow the porcelain
column of a child’s arm

into time’s mouth, desperate
Titan, runnel of inked tear

spilling from his eye.
This feels like the beginning

of knowing death. It digs
nails into the small

of a child’s back, white-
knuckled grip of a father

arthritic from holding
dead things. The whole scene

weeps a blurred body,
brings a child into the world

embalmed by the deaf. Death
and artist, two skulking

lumps, billow canvas curtain.
These are the ghosts

that move marrow, fingers
that slip the knife point

into a notch of soft bone,
and lift the broken end

to our lips to drink
this dark paint that fills us.",Mythology
"The truth is that I fall in love
so easily because

it’s easy.
It happens

a dozen times some days.
I’ve lived whole lives,

had children,
grown old, and died

in the arms of other women
in no more time

than it takes the 2-train
to get from City Hall to Brooklyn,

which brings me back
to you: the only one

I fall in love with
at least once every day—

not because
there are no other
 
lovely women in the world,
but because each time,

dying in their arms,
I call your name.",Love
"I long to love as does my Lord,
For peace I wish and no discord,
Good things for all, ill will for none
Yes, Lord, Help me love everyone.

I long to help all those in need
And to defeat those who love greed.
To do for those who can't repay,
I long to love all every day.",Religion
"A humble flower long time I pined
    Upon the solitary plain,
  And trembled at the angry wind,
    And shrunk before the bitter rain.
  And oh! ‘twas in a blessed hour
    A passing wanderer chanced to see,
  And, pitying the lonely flower,
    To stoop and gather me.

  I fear no more the tempest rude,
    On dreary heath no more I pine,
  But left my cheerless solitude,
    To deck the breast of Caroline.
  Alas our days are brief at best,
    Nor long I fear will mine endure,
  Though shelter’d here upon a breast
    So gentle and so pure.",Nature
"A saturated meadow,
     Sun-shaped and jewel-small,
A circle scarcely wider
     Than the trees around were tall;
Where winds were quite excluded,
     And the air was stifling sweet
With the breath of many flowers,—
    A temple of the heat.

These were bowed us in the burning,
     As the sun’s right worship is,
To pick where none could miss them
     A thousand orchises;
For though the grass was scattered,
    Yet every second spear
Seemed tipped with wings of color,
     That tinged the atmosphere.

We raised a simple prayer
     Before we left the spot,
That in the general mowing
     That place might be forgot;
Or if not all is favoured,
     Obtain such grace of hours,
That none should mow the grass there
     While so confused with flowers.",Nature
"Let the sea beat its thin torn hands
In anguish against the shore,
Let it moan
Between headland and cliff;
Let the sea shriek out its agony
Across waste sands and marshes,
And clutch great ships,
Tearing them plate from steel plate
In reckless anger;
Let it break the white bulwarks
Of harbour and city;
Let it sob and scream and laugh
In a sharp fury,
With white salt tears
Wet on its writhen face;
Ah! let the sea still be mad
And crash in madness among the shaking rocks—
For the sea is the cry of our sorrow.",Nature
"Lord, give me strength just for today
To lead my children in your way;
Oh, give me wisdom, Lord, and grace
To show to them your precious face!

And help me, Lord, to teach them, too,
The things of Christ so rich and true,
Just let them see in me, dear Lord,
Your holiness in life and word.

Keep me from sinning with my tongue,
From harsh, quick words that might have stung
Their tender hearts that trust me so
And watch to see which way I go.

Dear Father, keep my thoughts so pure
That they will always know for sure
My Lord has lead me all the way, 
Lord, grant my prayer just for today.",Religion
"Hungry for control,
the dangfool god
gouges his own eye out
and drops it in the seedy well.
 
Then he gulps down
the thick stew Mimir has ladled out for him:
pond scum, decomposing bird--
not pure by a long shot
but the usual for neglected wells.

 
""I don't think I'm any smarter,""
Odin says, the throbbing in his esophagus
finally subsiding. Mimir shrugs
and counsels patience.
Sure enough,
at dawn some days later,
there is dew for the first time.",Mythology
"Over hill, over dale, 
Thorough bush, thorough brier, 
Over park, over pale, 
Thorough flood, thorough fire, 
I do wander every where, 
Swifter than the moon’s sphere; 
And I serve the fairy queen, 
To dew her orbs upon the green: 
The cowslips tall her pensioners be; 
In their gold coats spots you see; 
Those be rubies, fairy favours, 
In those freckles live their savours: 
I must go seek some dew-drops here 
And hang a pearl in every cowslip’s ear. 
Farewell, thou lob of spirits: I’ll be gone; 
Our queen and all her elves come here anon.",Mythology
"We all have an inheritance from a King
We are children of God, that's what I mean
If we let Jesus wash all of our sins away
We will own a Heavenly mansion one bright day

We all have an inheritance from a King
And unto us will be given many things
There will be no poor; no one will do without
Jesus will provide and on that you can count

We all have an inheritance from a King
And we can all go to that Heavenly scene
Jesus will place many jewels in our crowns
And we'll be as rich as anyone around",Religion
"Crash on crash of the sea,
straining to wreck men; sea-boards, continents,
raging against the world, furious,
stay at last, for against your fury
and your mad fight,
the line of heroes stands, godlike:

Akroneos, Oknolos, Elatreus,
helm-of-boat, loosener-of-helm, dweller-by-sea,
Nauteus, sea-man,
Prumneos, stern-of-ship,
Agchialos, sea-girt,
Elatreus, oar-shaft:
lover-of-the-sea, lover-of-the-sea-ebb,
lover-of-the-swift-sea,
Ponteus, Proreus, Oöos:
Anabesneos, who breaks to anger
as a wave to froth:
Amphiolos, one caught between
wave-shock and wave-shock:
Eurualos, broad sea-wrack,
like Ares, man’s death,
and Naubolidos, best in shape,
of all first in size:
Phaekous, sea’s thunderbolt—
ah, crash on crash of great names—
man-tamer, man’s-help, perfect Laodamos:
and last the songs of great Alkinöos,
Laodamos, Halios, and god-like Clytomeos.",Mythology
"Love me, love me, love me
White says love me
Never, Ever, Never
My heart say nevermore.

White gives peace
White gave me pollution
White sowed purity
White spoiled my chastity.

White is superior
It made me inferior
White is cultured
It destroyed my culture.

White is all
Who said this all
You, its only you
Not I, never will I.

White says love me
I say I don't
White asks why I wont
Because you ruled at my own",Love
"Agave of the vermeil-tinted cheek
And Ino and Autonoae marshalled erst
Three bands of revellers under one hill-peak.
They plucked the wild-oak's matted foliage first,
Lush ivy then, and creeping asphodel;
And reared therewith twelve shrines amid the untrodden fell:
 
To Semele three, to Dionysus nine.
Next, from a vase drew offerings subtly wrought,
And prayed and placed them on each fresh green shrine;
So by the god, who loved such tribute, taught.
Perched on the sheer cliff, Pentheus could espy
All, in a mastick hoar ensconced that grew thereby.
 
Autonoae marked him, and with, frightful cries
Flew to make havoc of those mysteries weird
That must not be profaned by vulgar eyes.
Her frenzy frenzied all. Then Pentheus feared
And fled: and in his wake those damsels three,
Each with her trailing robe up-gathered to the knee.
 
""What will ye, dames,"" quoth Pentheus. ""Thou shalt guess
At what we mean, untold,"" Autonoae said.
Agave moaned--so moans a lioness
Over her young one--as she clutched his head:
While Ino on the carcass fairly laid
Her heel, and wrenched away shoulder and shoulder-blade.",Mythology
"By June our brook’s run out of song and speed.
Sought for much after that, it will be found
Either to have gone groping underground
(And taken with it all the Hyla breed
That shouted in the mist a month ago,
Like ghost of sleigh-bells in a ghost of snow)—
Or flourished and come up in jewel-weed,
Weak foliage that is blown upon and bent
Even against the way its waters went.
Its bed is left a faded paper sheet
Of dead leaves stuck together by the heat—
A brook to none but who remember long.
This as it will be seen is other far
Than with brooks taken otherwhere in song.
We love the things we love for what they are.",Nature
"Hurrah! to them who do nothing
see nothing feel nothing whose
hearts are fitted with prudence
like a diaphragm across
wombâ€™s beckoning doorway to bar
the scandal of seminal rage. Iâ€™m
told the owl too wears wisdom
in a ring of defense round
each vulnerable eye securing it fast
against the darts of sight. Long ago
in the Middle East Pontius Pilate
openly washed involvement off his
white hands and became famous. (Of all
the Roman officials before him and after
who else is talked about
every Sunday in the Apostlesâ€™ Creed?) And
talking of apostles that other fellow
Judas wasnâ€™t such a fool
either; though much maligned by
succeeding generations the fact remains
he alone in that motley crowd
had sense enough to tell a doomed
movement when he saw one
and get out quick, a nice little
packet bulging his coat pocket
into the bargainâ€”sensible fellow.",Religion
"Continue to give me strength Lord
Use me in anyway
To share your love and mercy
And never forget to pray

I know that I'm not perfect
But pray to be my best
For Christ like I long for
Until I'm laid to rest

I try not to question
Why things happen the way they do
I will always have faith
The Lord will see me through",Religion
"1 Sometimes I feel like Jonah
fleeing Nineveh.
Who wants to hear what is evil?
Every day we make this earth less
alive, various or legal.
What is this diminishment
but sin against god
which is a program
to generate complexity?
I should go to Nineveh
and cry against wickedness
which halts love
which wants
the otherâ€™s different self
to stay itself.

2 They say if youâ€™re fair
or moneyed
or live on a mountain
you won the lottery,
everyone else, apologiesâ€‰â€”â€‰
storms arenâ€™t going away
so play the game nicely.
Lots are cast, blame allotted,
men tossed to the oceanâ€™s
torsion, seaweedâ€™s cage,
foreclosing
depths and then the blue whaleâ€™s
curdled belly
digesting
everything weâ€™ve done.

3 I visited a branch of Sea Life
in an ex-county hall.
Mops in corridors, half-empty
vending machines.
They took photos of us
pretending to look scared
in front of green screens.
Rays took titbits
from stinking cups.
The sharks were
gilled glide,
ravenous for outside.
We were vomited onto dry land
by the Coca-Cola
London Eye.

4 I must warn Nineveh.
But who wants to hear me say
what is evil?
It is dominion.
It is the law
that makes goodness impossible,
fasting in sackcloth
the only option.
But god will not say must
only relent or sorrow
as the whale does
when her calf is takenâ€‰â€”â€‰
a harrowed sound
that does not bear
Description.",Religion
"God, give us eyes to see
the beauty of the Spring,
And to behold Your majesty
in every living thing -

And may we see in lacy leaves
and every budding flower
The Hand that rules the universe
with gentleness and power -

And may this Easter grandeur
that Spring lavishly imparts
Awaken faded flowers of faith
lying dormant in our hearts,

And give us ears to hear, dear God,
the Springtime song of birds
With messages more meaningful
than man's often empty words",Religion
"It's said that every species in the world
displays one gift beyond the scope of Man.
How dangerous the skies - for men, and birds -
how soiled the air, if wings were in Man's span!

Suppose that every species made extinct
by Man, the guardian of all things that live,
deprived us (as indeed it may..) by dint
of mindlessness, of something God's mind gives?

I watch the spider, humble in my praise:
self-spinning tightrope walker; engineer;
the knower of all Nature's weathered ways
and bold explorer on the winds that veer",Nature
"One of the first I learned was the trinity, three persons in one
God: father, son, and holy spirit, nÃ©e ghost. Then I started writing
JMJ on all my homework and tests, for good luck, but also because

My ballpointâ€™s blue ink looked pretty beside the paperâ€™s purple
Ink, like the inside of a clamshell when I teared up or squinted
From the smell. Sometimes the sheets were wet and curled like

Petals reeking of gin, which is why it was called spirit duplication,
After the nonflammable alcohol used in the process. Jesus, Mary,
And Joseph, is what the three initials meant. Iâ€™d draw a cross from

The descending caret of the M and think of Mary, the mother,
And of the other Mary, not, weeping at the limp feet of the crucified
Jesus. Where was Joseph, I wondered, but never asked. We seemed

To pity him a little, for reasons I couldnâ€™t name, like my father,
Who was both my father and a son, and soon to be the son of
His fatherâ€™s ghost. When my grandmother was dying, she asked

Her only child, my mother, to go with her. Mom waited decades
To obey, but she finally went. Together in one grave now, they are
Two Marys, maybe with the Jesus of their most solitary prayers,

Petals littering their one stoneâ€™s four corners. Being motherless,
Like being childless, is both good and bad, I think,
And it is a third thing, too, that is neither of these.",Religion
"Out of Frost and Fire sprang Ymir,
Type of Chaos, long ago;
Mighty Odin slew the giant,
As the Norsemen know.
 
From the rushing blood the ocean
In swift thunderous torrents whirled;
From the ponderous carcass Odin
Carved the Mitgard world,--
 
Of his hair made waving forests,
Of his skull the vaulted sky,
Moulded from his bones the mountains
Which around us lie.
 
Lo, today, upon my window
Odin carves on every pane,
(To rebuke my skeptic smiling),
A new world again.
 
Mountain, forest, plain and river,
Flash upon my raptured sight;
Here is Summer's perfect joyance,
And Spring's dear delight",Mythology
"In nature apt to like when I did see
Beauties, which were of many carats fine,
My boiling sprites did thither soon incline,
And, Love, I thought that I was full of thee:

But finding not those restless flames in me,
Which others said did make their souls to pine,
I thought those babes of some pin's hurt did whine,
By my love judging what love's pain might be.",Nature
"You said to me that you will be there on that day
but when that day came then you were not there for me
So much love showered and so many promises were made
but nothing worked on my way because you had gone
My love, I am crying for you because my love turned blue

The heaven stolen you from me and left the memories only
Though your soul vanished in the sky but my love never dies for you
I tell those angels how much I love you and care for you
and ask them to make your soul always happy till I come to you
My love, I am crying for you because my love turned blue

Looking at your photos and wish you were here with me
Crying for your endless love which become the end of story",Love
"Oh it's so easy to say -

'Give what you think you lack -
You feel unloved? Then give love, and love, and love...'...

On the other hand -
Do you have any better advice? ",Love
"I have been a spendthrift
Dropping from lazy fingers
Quiet coloured hours,
Fluttering away from me
Like oak and beech leaves in October.

I have lived keenly and wastefully,
Like a bush or a sun insect—
Lived sensually and thoughtfully,
Loving the flesh and the beauty of this world—
Green ivy about ruined towers,
The out-pouring of the grey sea,
And the ecstasy
Of a pale clear sky at sunset.

I have been prodigal of love
For cities and for lonely places;
I have tried not to hate mankind;
I have gathered sensations
Like ripe fruits in a rich orchard…
All this is gone;
There are no leaves, no sea,
No shade of a rich orchard,
Only a sterile, dusty waste,
Empty and threatening. 
",Nature
"While we were wasting time there, old Poseidon, 
it almost seems, stretched and extended space.

I don’t know where I am or what this place 
can be. It would appear some filthy island, 
with bushes, buildings, and great grunting pigs. 
A garden choked with weeds; some queen or other. 
Grass and huge stones . . . Telemachus, my son! 
To a wanderer the faces of all islands 
resemble one another. And the mind 
trips, numbering waves; eyes, sore from sea horizons, 
run; and the flesh of water stuffs the ears. 
I can’t remember how the war came out; 
even how old you are--I can’t remember.

Grow up, then, my Telemachus, grow strong. 
Only the gods know if we’ll see each other 
again. You’ve long since ceased to be that babe 
before whom I reined in the plowing bullocks. 
Had it not been for Palamedes’ trick 
we two would still be living in one household. 
But maybe he was right; away from me 
you are quite safe from all Oedipal passions, 
and your dreams, my Telemachus, are blameless.",Mythology
"When, in disgrace with fortune and men’s eyes,
I all alone beweep my outcast state,
And trouble deaf heaven with my bootless cries,
And look upon myself and curse my fate,
Wishing me like to one more rich in hope,
Featured like him, like him with friends possessed,
Desiring this man’s art and that man’s scope
With what I most enjoy contented least;
Yet in these thoughts myself almost despising,
Haply I think on thee, and then my state,
(Like to the lark at break of day arising
From sullen earth) sings hymns at heaven’s gate;
For thy sweet love remembered such wealth brings
That then I scorn to change my state with kings.",Love
"Late evening, metals bolstering our
houses finish acting like anything
but themselves. Bauxite, copper, rods

we bored into under aegis of trees:
forgetting injected fluid, cracks in
unwitting steel. Years later, a landmine

excavates us—crack-seal veins
bubbling up, flaring out—formations
pressurized from inside. Silica lingers

in brushed air. Silos empty to wind,
grainy clouds we hardly see. Is breath
our only hopeful model? Is exhaling

our exit strategy? Sand has lied to us.
Irritants take our guts over. We weep
frost. Our children scoop sky.

We recite our wedding, their births,
this fire. Soon we’re snowed under:
silt umbrella shields us from visible rain.

Our play circles, losing rhythm.
One child rings rosies, shakes her shovel
in chemicals too cautious for palms. All

the world’s time and money. Every
gold coin tail-flipped. Nothing to save.",Nature
